bout_id,date,rating_diff,rd_sum,reach_diff,height_diff,age_diff,experience_diff,layoff_diff,division_experience_a,division_experience_b,is_title_fight,five_round_experience_interaction,style_matchup_prob,label,same_stance
4922,2018-12-29,-182.28,169.8,-5.0,1.0,0.51,-3,-400,1,1,1,-0.0546,0.4446,0,1
4922,2018-12-29,182.28,169.8,5.0,-1.0,-0.51,3,400,1,1,1,0.0546,0.5554,1,1
4928,2018-12-29,92.41,248.89,-4.0,-6.0,7.62,5,-35,0,1,0,-0.0,0.4294,0,0
4946,2019-01-19,-37.17,236.96,3.0,-0.0,-2.14,-5,-99,1,1,0,-0.0,0.4784,1,0
4946,2019-01-19,37.17,236.96,-3.0,0.0,2.14,5,99,1,1,0,0.0,0.5216,0,0
4941,2019-01-19,-82.25,204.67,-1.0,-4.0,-9.51,-27,105,1,1,0,0.0,0.4663,0,1
4940,2019-01-19,-121.17,208.88,-2.0,-1.0,-10.93,-12,-104,0,1,0,-0.0,0.5206,0,0
4940,2019-01-19,121.17,208.88,2.0,1.0,10.93,12,104,1,0,0,0.0,0.4794,1,0
4941,2019-01-19,82.25,204.67,1.0,4.0,9.51,27,-105,1,1,0,-0.0,0.5337,1,1
4938,2019-01-19,112.22,174.01,0.0,-1.0,4.4,3,-125,1,1,0,0.0,0.5925,1,0
4937,2019-01-19,-94.61,208.02,4.0,3.0,-0.82,7,103,1,1,0,-0.0,0.5024,0,1
4937,2019-01-19,94.61,208.02,-4.0,-3.0,0.82,-7,-103,1,1,0,0.0,0.4976,1,1
4935,2019-01-19,59.69,183.47,3.0,2.0,1.0,6,0,0,1,1,-0.3778,0.5506,0,1
4935,2019-01-19,-59.69,183.47,-3.0,-2.0,-1.0,-6,0,1,0,1,0.3778,0.4494,1,1
4938,2019-01-19,-112.22,174.01,-0.0,1.0,-4.4,-3,125,1,1,0,-0.0,0.4075,0,0
4959,2019-02-02,-82.89,263.09,-2.0,-1.0,3.32,-2,21,0,1,0,0.0,0.524,1,1
4959,2019-02-02,82.89,263.09,2.0,1.0,-3.32,2,-21,1,0,0,-0.0,0.476,0,1
4956,2019-02-02,-86.1,189.36,6.0,2.0,-2.16,-19,70,1,1,0,0.0,0.463,0,1
4956,2019-02-02,86.1,189.36,-6.0,-2.0,2.16,19,-70,1,1,0,-0.0,0.537,1,1
4952,2019-02-02,18.7,259.1,-2.0,-2.0,3.5,3,118,1,1,0,0.0,0.5178,0,1
4952,2019-02-02,-18.7,259.1,2.0,2.0,-3.5,-3,-118,1,1,0,-0.0,0.4822,1,1
4951,2019-02-02,57.29,190.67,-1.0,-1.0,0.46,-17,197,1,1,0,0.0,0.5017,0,0
4951,2019-02-02,-57.29,190.67,1.0,1.0,-0.46,17,-197,1,1,0,-0.0,0.4983,1,0
4950,2019-02-02,125.16,195.41,-2.0,1.0,7.55,25,168,1,1,0,0.0,0.5945,1,0
4949,2019-02-02,-87.54,199.0,2.0,4.0,-2.7,-6,-7,1,1,0,-0.0,0.5927,0,1
4949,2019-02-02,87.54,199.0,-2.0,-4.0,2.7,6,7,1,1,0,0.0,0.4073,1,1
4948,2019-02-02,-82.79,211.08,1.0,1.0,-5.77,-9,36,1,1,0,-0.0,0.4641,1,1
4948,2019-02-02,82.79,211.08,-1.0,-1.0,5.77,9,-36,1,1,0,0.0,0.5359,0,1
4950,2019-02-02,-125.16,195.41,2.0,-1.0,-7.55,-25,-168,1,1,0,-0.0,0.4055,0,0
4966,2019-02-09,22.89,253.02,6.0,-2.0,-4.89,-4,-273,1,1,0,-0.0,0.5,1,1
4969,2019-02-09,71.89,216.64,4.0,2.0,3.87,-1,-42,1,1,0,-0.0,0.562,1,0
4969,2019-02-09,-71.89,216.64,-4.0,-2.0,-3.87,1,42,1,1,0,0.0,0.438,0,0
4966,2019-02-09,-22.89,253.02,-6.0,2.0,4.89,4,273,1,1,0,0.0,0.5,0,1
4965,2019-02-09,52.0,223.63,1.0,-0.0,9.83,15,70,1,1,0,0.0,0.5316,0,0
4961,2019-02-09,-68.55,198.22,3.0,2.0,-14.27,-17,-630,1,1,0,0.0,0.4489,1,0
4963,2019-02-09,-39.78,218.93,2.0,-0.0,-7.97,-13,21,1,1,0,-0.0,0.4977,1,1
4963,2019-02-09,39.78,218.93,-2.0,0.0,7.97,13,-21,1,1,0,0.0,0.5023,0,1
4961,2019-02-09,68.55,198.22,-3.0,-2.0,14.27,17,630,1,1,0,-0.0,0.5511,0,0
4965,2019-02-09,-52.0,223.63,-1.0,0.0,-9.83,-15,-70,1,1,0,-0.0,0.4684,1,0
4982,2019-02-17,-117.06,200.37,-3.0,-0.0,1.14,-10,28,1,1,0,-0.0,0.4798,1,0
4982,2019-02-17,117.06,200.37,3.0,0.0,-1.14,10,-28,1,1,0,0.0,0.5202,0,0
4981,2019-02-17,51.35,185.27,-1.0,-1.0,-0.87,14,0,1,1,0,-0.0,0.5065,1,1
4981,2019-02-17,-51.35,185.27,1.0,1.0,0.87,-14,0,1,1,0,0.0,0.4935,0,1
4980,2019-02-17,40.51,249.25,2.0,-2.0,-1.6,-5,-42,1,1,0,0.0,0.5634,1,1
4980,2019-02-17,-40.51,249.25,-2.0,2.0,1.6,5,42,1,1,0,-0.0,0.4366,0,1
4978,2019-02-17,-20.24,197.49,3.0,3.0,-0.09,4,0,1,1,0,-0.0,0.596,1,1
4978,2019-02-17,20.24,197.49,-3.0,-3.0,0.09,-4,0,1,1,0,0.0,0.404,0,1
4977,2019-02-17,110.27,186.97,-1.0,-1.0,1.65,0,42,1,1,0,-0.0,0.5833,0,1
4976,2019-02-17,-40.55,200.65,-3.0,1.0,2.57,-1,42,1,1,0,0.0,0.5056,0,0
4976,2019-02-17,40.55,200.65,3.0,-1.0,-2.57,1,-42,1,1,0,-0.0,0.4944,1,0
4974,2019-02-17,138.8,212.27,-3.0,-3.0,-0.19,-4,-84,1,1,0,-0.0,0.5141,1,1
4974,2019-02-17,-138.8,212.27,3.0,3.0,0.19,4,84,1,1,0,0.0,0.4859,0,1
4973,2019-02-17,-101.57,186.89,-6.0,-4.0,2.83,0,49,1,1,0,0.0,0.5091,1,1
4973,2019-02-17,101.57,186.89,6.0,4.0,-2.83,0,-49,1,1,0,-0.0,0.4909,0,1
4972,2019-02-17,72.45,185.78,-6.0,-3.0,4.11,5,868,1,1,0,-0.0,0.4298,0,1
4972,2019-02-17,-72.45,185.78,6.0,3.0,-4.11,-5,-868,1,1,0,0.0,0.5702,1,1
4977,2019-02-17,-110.27,186.97,1.0,1.0,-1.65,0,-42,1,1,0,0.0,0.4167,1,1
4992,2019-02-23,-127.5,257.32,1.0,-1.0,-0.45,-1,126,1,1,0,0.0,0.4923,0,0
4995,2019-02-23,-91.04,199.82,1.0,1.0,1.79,-4,-84,1,1,0,-0.0,0.549,1,1
4995,2019-02-23,91.04,199.82,-1.0,-1.0,-1.79,4,84,1,1,0,0.0,0.451,0,1
4993,2019-02-23,82.89,234.08,1.0,2.0,1.75,1,189,1,1,0,-0.0,0.5001,0,1
4993,2019-02-23,-82.89,234.08,-1.0,-2.0,-1.75,-1,-189,1,1,0,0.0,0.4999,1,1
4988,2019-02-23,15.57,211.88,1.0,4.0,-8.38,-11,-112,1,1,0,-0.0,0.5,1,0
4992,2019-02-23,127.5,257.32,-1.0,1.0,0.45,1,-126,1,1,0,-0.0,0.5077,1,0
4987,2019-02-23,-4.64,222.09,1.0,2.0,-10.31,-4,-56,0,1,0,0.0,0.5003,0,1
4987,2019-02-23,4.64,222.09,-1.0,-2.0,10.31,4,56,1,0,0,-0.0,0.4997,1,1
4985,2019-02-23,-2.64,179.62,-9.0,-10.0,2.65,-13,-104,1,1,0,-0.0,0.5116,0,1
4985,2019-02-23,2.64,179.62,9.0,10.0,-2.65,13,104,1,1,0,0.0,0.4884,1,1
4984,2019-02-23,67.26,178.47,-2.0,-0.0,-0.87,7,-84,1,1,0,-0.0,0.4448,1,1
4984,2019-02-23,-67.26,178.47,2.0,0.0,0.87,-7,84,1,1,0,0.0,0.5552,0,1
4988,2019-02-23,-15.57,211.88,-1.0,-4.0,8.38,11,112,1,1,0,0.0,0.5,0,0
5008,2019-03-02,-54.05,271.51,-5.0,-4.0,-0.03,-1,-98,1,1,0,-0.0,0.4124,1,1
5008,2019-03-02,54.05,271.51,5.0,4.0,0.03,1,98,1,1,0,0.0,0.5876,0,1
5005,2019-03-02,13.6,186.05,2.0,4.0,-10.06,-23,14,1,1,0,-0.0,0.4988,0,0
5005,2019-03-02,-13.6,186.05,-2.0,-4.0,10.06,23,-14,1,1,0,0.0,0.5012,1,0
5004,2019-03-02,29.68,219.55,3.0,-0.0,0.19,3,56,1,1,0,-0.0,0.5472,0,1
5004,2019-03-02,-29.68,219.55,-3.0,0.0,-0.19,-3,-56,1,1,0,0.0,0.4528,1,1
5003,2019-03-02,-12.51,236.16,5.0,3.0,-5.09,-5,-98,1,1,0,-0.0,0.5104,1,1
5003,2019-03-02,12.51,236.16,-5.0,-3.0,5.09,5,98,1,1,0,0.0,0.4896,0,1
5002,2019-03-02,65.4,192.07,2.0,4.0,-4.77,-25,-42,1,1,0,-0.0,0.5956,1,1
5001,2019-03-02,-32.38,196.69,-0.0,-2.0,4.83,3,-118,1,1,0,0.0,0.5379,1,1
5001,2019-03-02,32.38,196.69,0.0,2.0,-4.83,-3,118,1,1,0,-0.0,0.4621,0,1
5000,2019-03-02,-15.81,230.54,3.0,3.0,0.01,-7,-119,1,1,0,-0.0,0.5201,1,0
5000,2019-03-02,15.81,230.54,-3.0,-3.0,-0.01,7,119,1,1,0,0.0,0.4799,0,0
4998,2019-03-02,25.02,188.92,2.0,3.0,-5.09,-2,-83,1,1,1,0.3232,0.5214,1,0
4998,2019-03-02,-25.02,188.92,-2.0,-3.0,5.09,2,83,1,1,1,-0.3232,0.4786,0,0
4997,2019-03-02,-233.39,177.26,-8.0,-0.0,-1.02,-8,63,1,1,1,-0.1889,0.4784,0,1
4997,2019-03-02,233.39,177.26,8.0,0.0,1.02,8,-63,1,1,1,0.1889,0.5216,1,1
5002,2019-03-02,-65.4,192.07,-2.0,-4.0,4.77,25,42,1,1,0,0.0,0.4044,0,1
5015,2019-03-09,-57.27,188.02,1.0,0.0,-7.39,1,-70,1,1,0,-0.0,0.5006,1,1
5015,2019-03-09,57.27,188.02,-1.0,-0.0,7.39,-1,70,1,1,0,0.0,0.4994,0,1
5016,2019-03-09,70.89,231.58,0.0,0.0,12.39,7,84,1,1,0,0.0,0.538,0,1
5014,2019-03-09,-2.79,177.48,-1.0,-0.0,-6.7,-15,321,1,1,0,0.0,0.5954,1,1
5019,2019-03-09,22.63,213.57,-2.0,1.0,-1.5,7,-154,1,1,0,0.0,0.5009,0,1
5019,2019-03-09,-22.63,213.57,2.0,-1.0,1.5,-7,154,1,1,0,-0.0,0.4991,1,1
5020,2019-03-09,8.18,213.23,0.0,0.0,-3.65,-1,21,1,1,0,0.0,0.544,1,1
5016,2019-03-09,-70.89,231.58,-0.0,-0.0,-12.39,-7,-84,1,1,0,-0.0,0.462,1,1
5014,2019-03-09,2.79,177.48,1.0,0.0,6.7,15,-321,1,1,0,-0.0,0.4046,0,1
5020,2019-03-09,-8.18,213.23,-0.0,-0.0,3.65,1,-21,1,1,0,-0.0,0.456,0,1
5013,2019-03-09,104.94,183.05,2.0,2.0,-0.54,3,-77,1,1,0,-0.0,0.5121,1,1
5009,2019-03-09,-27.3,165.58,2.0,-1.0,-1.02,-2,28,1,1,0,-0.0,0.4999,0,1
5009,2019-03-09,27.3,165.58,-2.0,1.0,1.02,2,-28,1,1,0,0.0,0.5001,1,1
5010,2019-03-09,15.08,229.95,-3.0,-3.0,0.97,4,98,1,1,0,-0.0,0.5512,1,1
5010,2019-03-09,-15.08,229.95,3.0,3.0,-0.97,-4,-98,1,1,0,0.0,0.4488,0,1
5013,2019-03-09,-104.94,183.05,-2.0,-2.0,0.54,-3,77,1,1,0,0.0,0.4879,0,1
5011,2019-03-09,16.16,190.79,1.0,-2.0,-5.61,-11,83,1,1,0,-0.0,0.4993,1,1
5012,2019-03-09,-129.36,236.68,-5.0,-5.0,-4.98,-9,-825,1,1,0,0.0,0.4613,1,0
5012,2019-03-09,129.36,236.68,5.0,5.0,4.98,9,825,1,1,0,-0.0,0.5387,0,0
5011,2019-03-09,-16.16,190.79,-1.0,2.0,5.61,11,-83,1,1,0,0.0,0.5007,0,1
5027,2019-03-16,82.31,244.76,-2.0,1.0,-4.53,3,21,1,1,0,0.0,0.5,1,0
5032,2019-03-16,2.95,279.65,3.0,3.0,1.71,0,113,1,1,0,-0.0,0.4374,0,1
5032,2019-03-16,-2.95,279.65,-3.0,-3.0,-1.71,0,-113,1,1,0,0.0,0.5626,1,1
5029,2019-03-16,96.36,218.69,-0.0,-0.0,5.07,0,260,1,1,0,-0.0,0.5004,0,1
5029,2019-03-16,-96.36,218.69,0.0,0.0,-5.07,0,-260,1,1,0,0.0,0.4996,1,1
5028,2019-03-16,-120.94,238.09,2.0,2.0,6.33,0,-160,1,1,0,-0.0,0.5169,0,0
5028,2019-03-16,120.94,238.09,-2.0,-2.0,-6.33,0,160,1,1,0,0.0,0.4831,1,0
5027,2019-03-16,-82.31,244.76,2.0,-1.0,4.53,-3,-21,1,1,0,-0.0,0.5,0,0
5026,2019-03-16,51.49,230.65,-3.0,-2.0,4.85,-4,56,1,1,0,0.0,0.5199,1,1
5025,2019-03-16,52.49,250.28,-0.0,2.0,2.78,2,322,1,1,0,0.0,0.4489,0,0
5025,2019-03-16,-52.49,250.28,0.0,-2.0,-2.78,-2,-322,1,1,0,-0.0,0.5511,1,0
5024,2019-03-16,61.84,230.84,2.0,2.0,-0.27,-1,21,1,1,0,0.0,0.5001,1,0
5024,2019-03-16,-61.84,230.84,-2.0,-2.0,0.27,1,-21,1,1,0,-0.0,0.4999,0,0
5023,2019-03-16,-18.57,188.13,-2.0,-3.0,3.07,1,-168,1,1,0,-0.0,0.4647,0,0
5023,2019-03-16,18.57,188.13,2.0,3.0,-3.07,-1,168,1,1,0,0.0,0.5353,1,0
5022,2019-03-16,-36.14,190.09,-0.0,-1.0,8.11,9,308,1,1,0,0.0,0.5436,1,0
5022,2019-03-16,36.14,190.09,0.0,1.0,-8.11,-9,-308,1,1,0,-0.0,0.4564,0,0
5026,2019-03-16,-51.49,230.65,3.0,2.0,-4.85,4,-56,1,1,0,-0.0,0.4801,0,1
5039,2019-03-23,29.98,258.71,2.0,-0.0,5.63,3,98,0,0,0,0.0,0.5,0,0
5043,2019-03-23,34.1,201.42,-1.0,1.0,-0.57,1,28,1,1,0,0.0,0.5127,1,1
5043,2019-03-23,-34.1,201.42,1.0,-1.0,0.57,-1,-28,1,1,0,-0.0,0.4873,0,1
5042,2019-03-23,137.81,238.78,4.0,2.0,4.01,8,-14,1,1,0,-0.0,0.4969,0,1
5041,2019-03-23,4.54,198.56,-4.0,-2.0,12.31,-2,182,1,1,0,0.0,0.4623,0,0
5041,2019-03-23,-4.54,198.56,4.0,2.0,-12.31,2,-182,1,1,0,-0.0,0.5377,1,0
5039,2019-03-23,-29.98,258.71,-2.0,0.0,-5.63,-3,-98,0,0,0,-0.0,0.5,1,0
5042,2019-03-23,-137.81,238.78,-4.0,-2.0,-4.01,-8,14,1,1,0,0.0,0.5031,1,1
5038,2019-03-23,17.96,263.45,5.0,5.0,-3.1,0,-127,0,1,0,-0.0,0.5787,1,0
5037,2019-03-23,33.84,209.31,1.0,-0.0,-2.68,-8,42,1,1,0,-0.0,0.4597,0,1
5037,2019-03-23,-33.84,209.31,-1.0,0.0,2.68,8,-42,1,1,0,0.0,0.5403,1,1
5035,2019-03-23,21.43,223.25,-2.0,-3.0,3.59,-3,-7,1,1,0,0.0,0.5,0,0
5035,2019-03-23,-21.43,223.25,2.0,3.0,-3.59,3,7,1,1,0,-0.0,0.5,1,0
5034,2019-03-23,-59.5,173.7,-3.0,-2.0,-3.96,3,-132,0,1,0,-0.0,0.5583,1,1
5034,2019-03-23,59.5,173.7,3.0,2.0,3.96,-3,132,1,0,0,0.0,0.4417,0,1
5038,2019-03-23,-17.96,263.45,-5.0,-5.0,3.1,0,127,1,0,0,0.0,0.4213,0,0
5058,2019-03-30,-60.67,243.17,-0.0,-0.0,-2.44,-1,20,1,1,0,0.0,0.5528,0,1
5058,2019-03-30,60.67,243.17,0.0,0.0,2.44,1,-20,1,1,0,-0.0,0.4472,1,1
5055,2019-03-30,-74.56,240.0,4.0,2.0,-4.88,-4,21,1,1,0,0.0,0.5572,1,0
5054,2019-03-30,-35.21,253.77,3.0,-0.0,0.64,-4,-195,1,1,0,-0.0,0.4985,1,1
5054,2019-03-30,35.21,253.77,-3.0,0.0,-0.64,4,195,1,1,0,0.0,0.5015,0,1
5053,2019-03-30,8.64,187.45,4.0,2.0,-5.04,-20,-49,1,1,0,0.0,0.5001,1,0
5053,2019-03-30,-8.64,187.45,-4.0,-2.0,5.04,20,49,1,1,0,-0.0,0.4999,0,0
5051,2019-03-30,5.79,265.23,1.0,-1.0,2.6,2,28,1,1,0,0.0,0.4594,0,1
5055,2019-03-30,74.56,240.0,-4.0,-2.0,4.88,4,-21,1,1,0,-0.0,0.4428,0,0
5049,2019-03-30,-4.07,210.11,-2.0,-0.0,-0.23,-2,-28,1,1,0,-0.0,0.5159,1,1
5049,2019-03-30,4.07,210.11,2.0,0.0,0.23,2,28,1,1,0,0.0,0.4841,0,1
5048,2019-03-30,10.26,187.6,3.0,4.0,-1.25,14,-245,1,1,0,-0.0,0.5001,0,0
5048,2019-03-30,-10.26,187.6,-3.0,-4.0,1.25,-14,245,1,1,0,0.0,0.4999,1,0
5047,2019-03-30,68.08,205.96,-1.0,-0.0,-6.7,-1,-42,1,1,0,-0.0,0.5855,1,1
5047,2019-03-30,-68.08,205.96,1.0,0.0,6.7,1,42,1,1,0,0.0,0.4145,0,1
5046,2019-03-30,-129.33,199.9,-5.0,-0.0,-2.81,-16,112,1,1,0,-0.0,0.5,1,1
5046,2019-03-30,129.33,199.9,5.0,0.0,2.81,16,-112,1,1,0,0.0,0.5,0,1
5051,2019-03-30,-5.79,265.23,-1.0,1.0,-2.6,-2,-28,1,1,0,-0.0,0.5406,1,1
5064,2019-04-13,-53.69,271.92,-6.0,-6.0,4.93,-1,391,1,1,0,-0.0,0.4279,1,0
5065,2019-04-13,-41.98,204.01,-2.0,-1.0,5.27,7,-14,1,1,0,0.0,0.5015,0,0
5065,2019-04-13,41.98,204.01,2.0,1.0,-5.27,-7,14,1,1,0,-0.0,0.4985,1,0
5069,2019-04-13,-43.74,246.5,-5.0,-1.0,3.5,3,63,1,1,0,0.0,0.4349,0,0
5068,2019-04-13,-30.0,219.62,-4.0,-3.0,-0.61,4,49,1,1,0,0.0,0.596,1,1
5069,2019-04-13,43.74,246.5,5.0,1.0,-3.5,-3,-63,1,1,0,-0.0,0.5651,1,0
5064,2019-04-13,53.69,271.92,6.0,6.0,-4.93,1,-391,1,1,0,0.0,0.5721,0,0
5068,2019-04-13,30.0,219.62,4.0,3.0,0.61,-4,-49,1,1,0,-0.0,0.404,0,1
5063,2019-04-13,-51.1,177.19,-3.0,-0.0,-8.91,-8,21,1,1,0,-0.0,0.4907,1,0
5061,2019-04-13,-37.07,218.82,1.0,-0.0,-2.85,0,21,1,1,0,-0.0,0.5,1,1
5062,2019-04-13,-94.59,224.45,3.0,1.0,-2.8,-9,-364,1,1,0,0.0,0.5,1,0
5062,2019-04-13,94.59,224.45,-3.0,-1.0,2.8,9,364,1,1,0,-0.0,0.5,0,0
5061,2019-04-13,37.07,218.82,-1.0,0.0,2.85,0,-21,1,1,0,0.0,0.5,0,1
5060,2019-04-13,-5.91,200.46,9.0,7.0,2.26,-8,-273,1,1,1,0.0615,0.4366,1,0
5060,2019-04-13,5.91,200.46,-9.0,-7.0,-2.26,8,273,1,1,1,-0.0615,0.5634,0,0
5059,2019-04-13,-56.07,159.59,3.0,-2.0,2.87,1,133,1,0,1,-0.0684,0.4996,1,0
5059,2019-04-13,56.07,159.59,-3.0,2.0,-2.87,-1,-133,0,1,1,0.0684,0.5004,0,0
5063,2019-04-13,51.1,177.19,3.0,0.0,8.91,8,-21,1,1,0,0.0,0.5093,0,0
5081,2019-04-20,-8.2,263.58,-4.0,-1.0,8.04,2,210,1,1,0,0.0,0.4973,0,0
5081,2019-04-20,8.2,263.58,4.0,1.0,-8.04,-2,-210,1,1,0,-0.0,0.5027,1,0
5080,2019-04-20,3.88,213.23,-2.0,-0.0,4.19,-1,-55,1,1,0,-0.0,0.4198,1,1
5080,2019-04-20,-3.88,213.23,2.0,0.0,-4.19,1,55,1,1,0,0.0,0.5802,0,1
5075,2019-04-20,138.32,259.23,-2.0,1.0,-2.16,-3,-27,1,1,0,0.0,0.5727,0,0
5075,2019-04-20,-138.32,259.23,2.0,-1.0,2.16,3,27,1,1,0,-0.0,0.4273,1,0
5072,2019-04-20,-9.29,187.39,-0.0,-2.0,2.91,-7,70,1,1,0,-0.0,0.4979,0,1
5072,2019-04-20,9.29,187.39,0.0,2.0,-2.91,7,-70,1,1,0,0.0,0.5021,1,1
5095,2019-04-27,-123.19,194.64,-0.0,3.0,-4.14,-7,-42,1,1,0,-0.0,0.4047,1,1
5095,2019-04-27,123.19,194.64,0.0,-3.0,4.14,7,42,1,1,0,0.0,0.5953,0,1
5090,2019-04-27,-55.95,212.32,-0.0,-0.0,-12.26,-26,-7,1,1,0,-0.0,0.4399,1,1
5090,2019-04-27,55.95,212.32,0.0,0.0,12.26,26,7,1,1,0,0.0,0.5601,0,1
5087,2019-04-27,-72.07,210.27,3.0,8.0,-1.86,-12,-252,1,1,0,-0.0,0.5069,1,0
5087,2019-04-27,72.07,210.27,-3.0,-8.0,1.86,12,252,1,1,0,0.0,0.4931,0,0
5086,2019-04-27,130.05,197.45,1.0,1.0,14.13,11,-175,1,1,0,-0.0,0.4762,1,0
5085,2019-04-27,-77.98,187.91,-5.0,-1.0,-3.56,-4,28,1,1,0,0.0,0.4097,1,1
5085,2019-04-27,77.98,187.91,5.0,1.0,3.56,4,-28,1,1,0,-0.0,0.5903,0,1
5083,2019-04-27,-93.02,191.54,5.0,-0.0,-8.51,-4,-147,1,1,0,-0.0,0.5186,1,1
5083,2019-04-27,93.02,191.54,-5.0,0.0,8.51,4,147,1,1,0,0.0,0.4814,0,1
5086,2019-04-27,-130.05,197.45,-1.0,-1.0,-14.13,-11,175,1,1,0,0.0,0.5238,0,0
5099,2019-05-04,-142.53,255.68,4.0,-0.0,0.94,1,84,1,1,0,-0.0,0.5961,1,1
5103,2019-05-04,-48.94,271.57,2.0,-1.0,-2.98,-1,-385,1,1,0,0.0,0.5001,1,1
5103,2019-05-04,48.94,271.57,-2.0,1.0,2.98,1,385,1,1,0,-0.0,0.4999,0,1
5102,2019-05-04,-85.52,253.24,-5.0,-4.0,3.24,4,126,1,1,0,0.0,0.4922,0,1
5102,2019-05-04,85.52,253.24,5.0,4.0,-3.24,-4,-126,1,1,0,-0.0,0.5078,1,1
5099,2019-05-04,142.53,255.68,-4.0,0.0,-0.94,-1,-84,1,1,0,0.0,0.4039,0,1
5096,2019-05-04,56.11,162.55,3.0,3.0,4.09,18,-35,1,1,0,-0.0,0.5337,1,1
5098,2019-05-04,30.4,197.73,-5.0,-3.0,7.38,11,91,1,1,0,0.0,0.4623,0,1
5097,2019-05-04,17.65,184.58,-2.0,-0.0,-4.41,-5,-35,1,1,0,0.0,0.4909,0,0
5097,2019-05-04,-17.65,184.58,2.0,0.0,4.41,5,35,1,1,0,-0.0,0.5091,1,0
5096,2019-05-04,-56.11,162.55,-3.0,-3.0,-4.09,-18,35,1,1,0,0.0,0.4663,0,1
5098,2019-05-04,-30.4,197.73,5.0,3.0,-7.38,-11,-91,1,1,0,-0.0,0.5377,1,1
5113,2019-05-11,46.71,231.98,-4.0,-3.0,15.23,10,0,1,1,0,-0.0,0.4984,0,0
5116,2019-05-11,27.25,146.3,-0.0,-2.0,-2.99,0,203,1,1,0,0.0,0.5209,1,1
5116,2019-05-11,-27.25,146.3,0.0,2.0,2.99,0,-203,1,1,0,-0.0,0.4791,0,1
5115,2019-05-11,26.24,191.23,-0.0,1.0,8.45,2,-196,1,1,0,0.0,0.5157,0,1
5115,2019-05-11,-26.24,191.23,0.0,-1.0,-8.45,-2,196,1,1,0,-0.0,0.4843,1,1
5114,2019-05-11,71.89,266.23,0.0,-2.0,-8.54,-2,-7,1,0,0,0.0,0.5129,1,1
5113,2019-05-11,-46.71,231.98,4.0,3.0,-15.23,-10,0,1,1,0,0.0,0.5016,1,0
5112,2019-05-11,12.89,221.08,-4.0,-4.0,4.76,4,448,1,1,0,-0.0,0.4622,0,1
5114,2019-05-11,-71.89,266.23,-0.0,2.0,8.54,2,7,0,1,0,-0.0,0.4871,0,1
5111,2019-05-11,-48.15,214.25,1.0,4.0,-9.4,-24,77,1,1,0,0.0,0.4631,1,1
5111,2019-05-11,48.15,214.25,-1.0,-4.0,9.4,24,-77,1,1,0,-0.0,0.5369,0,1
5110,2019-05-11,-52.09,197.59,1.0,-1.0,-2.06,-7,35,1,1,0,0.0,0.5,1,1
5110,2019-05-11,52.09,197.59,-1.0,1.0,2.06,7,-35,1,1,0,-0.0,0.5,0,1
5109,2019-05-11,205.95,181.57,-0.0,3.0,8.92,14,-98,1,1,0,-0.0,0.5511,0,0
5109,2019-05-11,-205.95,181.57,0.0,-3.0,-8.92,-14,98,1,1,0,0.0,0.4489,1,0
5108,2019-05-11,-32.62,191.03,-3.0,-4.0,0.76,6,-154,1,1,1,0.125,0.4863,1,1
5108,2019-05-11,32.62,191.03,3.0,4.0,-0.76,-6,154,1,1,1,-0.125,0.5137,0,1
5112,2019-05-11,-12.89,221.08,4.0,4.0,-4.76,-4,-448,1,1,0,0.0,0.5378,1,1
5132,2019-05-18,-109.02,244.88,4.0,6.0,0.24,1,-126,1,1,0,-0.0,0.507,0,1
5132,2019-05-18,109.02,244.88,-4.0,-6.0,-0.24,-1,126,1,1,0,0.0,0.493,1,1
5131,2019-05-18,30.86,227.66,1.0,0.0,8.01,8,-371,1,1,0,0.0,0.4978,1,0
5130,2019-05-18,-8.78,169.42,1.0,-1.0,0.12,9,0,1,1,0,-0.0,0.5911,1,1
5130,2019-05-18,8.78,169.42,-1.0,1.0,-0.12,-9,0,1,1,0,0.0,0.4089,0,1
5129,2019-05-18,-60.15,271.37,1.0,-1.0,-2.14,-1,-119,1,0,0,-0.0,0.5956,1,0
5129,2019-05-18,60.15,271.37,-1.0,1.0,2.14,1,119,0,1,0,0.0,0.4044,0,0
5131,2019-05-18,-30.86,227.66,-1.0,-0.0,-8.01,-8,371,1,1,0,-0.0,0.5022,0,0
5126,2019-05-18,4.39,263.41,-1.0,2.0,-9.84,0,28,1,0,0,-0.0,0.4996,1,1
5124,2019-05-18,1.36,154.67,-6.0,-2.0,5.18,-1,-15,1,1,0,0.0,0.5671,0,1
5124,2019-05-18,-1.36,154.67,6.0,2.0,-5.18,1,15,1,1,0,-0.0,0.4329,1,1
5121,2019-05-18,-71.21,238.45,-7.0,-3.0,1.61,-8,-217,1,1,0,0.0,0.4058,1,1
5121,2019-05-18,71.21,238.45,7.0,3.0,-1.61,8,217,1,1,0,-0.0,0.5942,0,1
5120,2019-05-18,-27.49,159.81,7.0,1.0,-7.86,-12,-15,0,1,0,-0.0,0.5003,0,0
5120,2019-05-18,27.49,159.81,-7.0,-1.0,7.86,12,15,1,0,0,0.0,0.4997,1,0
5126,2019-05-18,-4.39,263.41,1.0,-2.0,9.84,0,-28,0,1,0,0.0,0.5004,0,1
5141,2019-06-01,-90.43,224.28,7.0,4.0,-5.07,-3,-48,1,1,0,-0.0,0.4999,1,0
